timestamp,open,high,low,close,volume,ret_1,ema9,ema21,atr,ret_fut,vol_proxy,dir
2025-08-30 19:50:00,99.93477125436516,100.0309617925514,99.88705918788462,99.93477125436516,5310.7890551448645,0.0,99.93477125436516,99.93477125436516,0.0,-0.002897989055155259,0.0,-1
2025-08-30 20:50:00,99.93477125436516,100.0470818037549,99.88662888362528,99.99753210724528,1340.907351400691,0.0006280181771802,99.9473234249412,99.94047678644516,0.0,-0.004027743320422328,0.0,-1
2025-08-30 21:50:00,99.99753210724528,100.08696784109486,99.74828394364609,99.81730896825889,2306.3737556727015,-0.0018022758680996,99.92132053360474,99.9292797120646,0.0,-0.0016266897598603558,0.0,-1
2025-08-30 22:50:00,99.81730896825889,99.87080623150376,99.76178442187164,99.8386930220328,5606.116423586334,0.0002142319202449,99.90479503129036,99.92104455842534,0.0,-0.004647249062100678,0.0,-1
2025-08-30 23:50:00,99.8386930220328,99.91810712793432,99.67313722667438,99.74007285903124,2740.472284478253,-0.0009877950122985,99.87185059683854,99.90459258575316,0.0,-0.004255327482182936,0.0,-1
2025-08-31 00:50:00,99.74007285903124,100.08181678071138,99.73134704239084,99.99530051484962,5029.085078581128,0.00255892790633,99.89654058044076,99.91283876112556,0.0,-0.0058885830769317415,0.0,-1
2025-08-31 01:50:00,99.99530051484962,100.07739008301532,99.8287688946327,99.84577887304047,2440.395961212615,-0.0014952866888672,99.8863882389607,99.90674240766327,0.0,-0.00125769982171553,0.0,-1
2025-08-31 02:50:00,99.84577887304047,99.85830846077538,99.26087345505104,99.2968185448604,794.0153162857498,-0.0054980824865726,99.76847430014064,99.8512947837721,0.0,0.003207931678655518,0.0,1
2025-08-31 03:50:00,99.2968185448604,99.37524161448457,99.22046507245784,99.34379979681589,7198.4567655561805,0.0004731395491208,99.6835393994757,99.805158875867,0.0,0.006623663097230503,0.0,1
2025-08-31 04:50:00,99.34379979681589,99.38579958118024,99.05858845539647,99.10743640016705,2794.7874799953097,-0.0023792465874293,99.56831879961398,99.74172955989428,0.0,0.006851245679678319,0.0,1
